"","","","","","","","","",""
"PROYECTOS DE INVESTIGACION Y DESARROLLO DESDE EL AÑO 2000","","","","","","","","",""
"(Los montos están en miles $)","","","","","","","","",""
"","","","","","","","","",""
"CODIGO","AÑO CONCURSO","TITULO","PALABRA CLAVE 1","PALABRA CLAVE 2","PALABRA CLAVE 3","DIRECTOR GENERAL","FECHA INICIO","FECHA TERMINO","MONTO ADJ. FONDEF"
"D09I1047","2010","DESARROLLAR TECNOLOGÍAS PARA LA OBTENCIÓN Y POTENCIAL USO DE CÉLULAS TRONCALES MESENQUIMÁTICAS DESDE GELATINA DE WHARTON PARA EL TRATAMIENTO DE LESIONES VASCULARES CAUSADAS POR ISQUEMIA CRÓNICA DE LAS EXTREMIDADES.","CÉLULAS TRONCALES MESENQU","LESIÓN VASCULAR ISQUÉMICA","FACTORES ANGIOGÉNICOS","VERONICA PALMA ALVARADO","3/1/2011","10/1/2014","270.034"
"D09I1052","2010","EVALUACIÓN DEL RECURSO ENERGÉTICO ASOCIADO A CORRIENTES MAREALES EN EL CANAL DE CHACAO PARA LA SELEC CIÓN E IMPLEMENTACIÓN DE DISPOSITIVOS DE RECUPERACIÓN DE ENERGÍA ","ENERGIAS RENOVABLES NO CO","ENERGÍA MAREOMOTRIZ","MODELACIÓN HIDRODINÁMICA","RODRIGO CIENFUEGOS CARRASCO","3/7/2011","9/7/2014","388.456"
"D09I1057","2010","DESARROLLO DE UN BIOMARCADOR ERITROCITICO DE ALTA SENSIBILIDAD PARA EL DIAGNÓSTICO DE EXPOSICIÓN PRO LONGADA A PESTIDAS ÓRGANOFOSFORADOS ","BIOMARCADOR","ORGANOFOSFORADO","DETERIORO COGNITIVO","FLORIA PANCETTI VACCARI","3/1/2011","3/1/2014","305.081"
"D09I1058","2010","DESARROLLO DE BASES TÉCNICAS Y NORMATIVAS PARA PROTOTIPOS DE VIVIENDA MODULAR, CON ÉNFASIS EN SOLUCI ONES DE EMERGENCIA, BAJO CRITERIOS TÉCNICOS, GEOGRÁFICOS Y ECONÓMICOS QUE MEJOREN SU EFICIENCIA Y FU NCIONALIDAD.","VIVIENDAS DE EMERGENCIA","SISTEMA DE CONSTRUCCIÓN M","BASES TÉCNICAS PARA CONST","ROSE GARAY MOENA","1/3/2011","6/3/2014","211.224"
"D09I1061","2010","PROMOCIÓN DEL BIENESTAR PSICO-SOCIAL EN LA ESCUELA. UN APORTE PARA LA POLITICA PÚBLICA EN EDUCACIÓN  ","CLIMA ESCOLAR, BIENESTAR","CAPACITACIÓN, HERRAMIENTA","MATERIAL EDUCATIVO","MARIA EGAÑA BARAHONA","7/1/2011","1/1/2014","154.342"
"D09I1063","2010","GENERACIÓN DE UNA VIDEOTECA DE BUENAS PRÁCTICAS DOCENTES PARA LA FORMACIÓN INICIAL Y CONTÍNUA DE PRO FESORES Y PROFESORAS DE CHILE ","PROFESORES","FORMACION INICIAL","PERFECCIONAMIENTO","DAVID PREISS CONTRERAS","4/1/2011","4/1/2014","298.031"
"D09I1065","2010","PLATAFORMA DE REFERENCIA PARA EL MANEJO GENÓMICO SUSTENTABLE DE RECURSOS BENTÓNICOS DE INTERÉS COMER CIAL Y REPOBLAMIENTO DE BANCOS NATURALES ","REPOBLAMIENTO","RECURSOS BENTÓNICOS","CONSERVACIÓN GENÓMICA","ALLISSON ASTUYA VILLALON","3/1/2011","12/1/2013","294.732"
"D09I1067","2010","BIOTECNOLOGÍA APLICADA A LA PRODUCCIÓN DE UN HÍBRIDO ENTRE ABALÓN ROJO Y VERDE (FASE 2): OPTIMIZACIÓ N DEL PROCEDIMIENTO DE CRUZA PARA EL DESARROLLO DE UNA VARIEDAD DE INTERÉS PRODUCTIVO Y COMERCIAL ","HÍBRIDOS DE ABALÓN","SELECCIÓN DE REPRODUCTORE","BIOTECNOLOGÍA","CRISTIAN GALLARDO ESCARATE","3/1/2011","3/1/2014","225.584"
"D09I1069","2010","ESTIMACIÓN DE DEMANDAS HIDRICAS MEDIANTE SENSORES REMOTOS. UNA HERRAMIENTA AL MANEJO DE AGUA EN LA A GRICULTURA ","EVAPOTRANSPIRACIÓN","SENSORES REMOTOS","DEMANDAS HIDRICAS","EDUARDO HOLZAPFEL HOCES","12/22/2010","6/22/2014","293.413"
"D09I1070","2010","ANÁLISIS Y GENERACIÓN DE BASE DE DATOS DE POTENCIAL ENERGÉTICO Y EMISIONES CONTAMINANTES DE BIOCOMBU STIBLES DE INTERÉS NACIONAL ","BIOCOMBUSTIBLES LÍQUIDOS","EMISIONES CONTAMINANTES","POTENCIAL ENERGÉTICO","FRANCISCO CERECEDA BALIC","5/1/2011","5/1/2015","540.314"
"D09I1081","2010","DESARROLLO E INTRODUCCIÓN DEL SISTEMA DE EDIFICACIÓN PASIVA EN CHILE.  ","AHORRO ENERGÉTICO, CASA P","MEJORAR CLIMA INTERIOR DE","PROTEGER MEDIO AMBIENTE,","RICARDO HEMPEL HOLZAPFEL","3/1/2011","3/1/2014","188.333"
"D09I1085","2010","EVALUACIÓN Y DESARROLLO DE UNA ORPHAN DRUG  DE ORIGEN BOTANICO PARA EL TRATAMIENTO DE LA ESCLEROSIS MÚLTIPLE ","ESCLEROSIS MÚLTIPLE","TRATAMIENTO","ORPHAN DRUG","JUAN HANCKE OROZCO","12/20/2010","9/30/2014","237.595"
"D09I1094","2010","REDES INALÁMBRICAS DE SENSORES CON TECNOLOGÍAS DE MÚLTIPLES ANTENAS  ","REDES INALÁMBRICAS DE SEN","COMUNICACIONES MIMO","DISEÑO DE CIRCUITOS INTEG","CHRISTIAN OBERLI ","12/16/2010","5/30/2014","223.498"
"D09I1104","2010","GENERACION Y DESARROLLO DE NUEVOS FÁRMACOS PARA EL TRATAMIENTO DE CÁNCERES DEPENDIENTES DEL EGFR  ","CÁNCER","RECEPTOR DEL FACTOR DE CR","ENDOCITOSIS","ALFONSO GONZÁLEZ DE LA ROSA","4/1/2011","4/1/2014","389.248"
"D09I1125","2010","FORMULADOS DE EXPANSINAS PARA AUMENTAR EL RENDIMIENTO EN TRIGO  ","EXPANSINAS","TRIGO","RENDIMIENTO Y CALIDAD","DANIEL CALDERINI ROSSO","4/1/2011","4/1/2016","353.621"
"D09I1136","2010","PROGRAMA CHILE-ITALIA DE MEJORAMIENTO /NGENTICO DEL KIWI APOYADO EN LA /NSELECCIàN ASISTIDA POR MAR CADORES ","KIWI","MEJORAMIENTO GENÉTICO","SEL ASISTIDA POR MARCADOR","RODRIGO INFANTE ESPIÑEIRA","3/22/2011","3/22/2017","549.385"
"D09I1153","2010","'DESARROLLO BIOTECNOLÓGICO PARA EL CULTIVO SUSTENTABLE DEL PULPO PATAGÓNICO (ENTEROCTOPUS MEGALOCYAT HUS) ","PARALARVAS Y JUVENILES","PÉPTIDOS BIOACTIVOS","SISTEMA INMUNE","IKER URIARTE MERINO","4/1/2011","4/1/2015","261.315"
"D09I1160","2010","PRODUCCIÓN DE LARVAS DE ANGUILA COMÚN (OPHICHTHUS REMIGER)  A PARTIR DE UN STOCK DE REPRODUCTORES, M EDIANTE UTILIZACIÓN DE DIETAS ENRIQUECIDAS, CONTROL MICROBIOLÓGICO Y SISTEMAS DE CULTIVO EN RECIRCUL ACIÓN PARA EL ACONDICIONAMIENTO REPRODUCTIVO.","ANGUILA","ACONDICIONAMIENTO REPRODU","OBTENCION DE LARVAS","FERNANDO VALENZUELA PICON","3/1/2011","12/30/2013","302.576"
"D09I1162","2010","DISEÑO Y APLICACIÓN DE UN SISTEMA DE ASEGURAMIENTO DE CALIDAD PARA OBRAS DE CONSTRUCCIÓN HABITACIONA L EN CHILE BASADO EN CRITERIOS Y ESTÁNDARES DE DESEMPEÑO (PERFORMANCE) ","CALIDAD","PRESTACIONAL","VIVIENDA","LEONARDO VEAS PEREZ","4/14/2011","5/30/2013","315.650"
"D09I1171","2010","ADAPTE: ADAPTABLE DOMAIN AND PROCESS TECHNOLOGY ENGINEERING  ","SOFTWARE PROCESS IMPROVEM","PROCESS TAILORING","SOFTWARE PROCESS LINES","MARíA BASTARRICA PIñEYRO","3/1/2011","3/1/2014","304.540"
"D09I1173","2010","IMPLEMENTACION DE PROCESOS DE CO-COMBUSTION DE CARBON Y BIOMASA EN CHILE: ESTUDIO DE FACTIBILIDAD TE CNICA Y ECONOMICA ","CO COMBUSTIÓN","CARBÓN/BIOMASA","TERMOGENERACIÓN ELÉCTRICA","XIMENA GARCIA CARMONA","12/20/2010","12/20/2013","343.836"
"D09I1174","2010","DESARROLLO DE MATERIALES PARA RECAPADOS ASFÁLTICOS UTILIZADOS EN LA REHABILITACIÓN DE PAVIMENTOS DET ERIORADOS ","ASFALTO","RECAPADOS","PAVIMENTOS","CARLOS WAHR DANIEL","1/3/2011","3/31/2014","320.256"
"D09I1185","2010","OBSERVATORIOS ESCALABLES DE LA WEB EN TIEMPO REAL  ","RECUPERACION DE INFORMACI","ALGORITMOS Y ESTRUCTURAS","MINERÍA DE DATOS","MAURICIO MARIN CHAIHUAN","3/15/2011","3/14/2014","327.289"
"D09I1188","2010","DECLARACIÓN AMBIENTAL DE PRODUCTOS CERTIFICADA, ISO 14025, PARA EL COBRE Y PRODUCTOS DE COBRE.  ","EPD, DAP, DECLARACIÓN AMB","ISO14025, ECOETIQUETADO C","ECOETIQUETADO ISO TIPO II","CLAUDIO ZAROR ZAROR","12/20/2010","4/30/2014","305.454"
"D09I1190","2010","DESARROLLO DE UN SISTEMA DE EXPRESIÓN OPTIMIZADO PARA LA PRODUCCIÓN DE ANTICUERPOS TERAPÉUTICOS  ","BIOFARMACOS","SISTEMA DE EXPRESIÓN DE B","INMUNOBIOTECNOLOGÍA","JUAN AGUILLON GUTIERREZ","12/30/2010","12/30/2015","638.553"
"D09I1195","2010","MATERIALES BIODEGRADABLES EN BASE A ALMIDÓN PARA SU UTILIZACIÓN EN LA AGROINDUSTRIA NACIONAL  ","PLASTICOS","BIODEGRADABLE","ALMIDON","ALVARO MALDONADO MENDOZA","12/29/2010","4/30/2014","275.638"
"D09I1200","2010","OBTENCIÓN DE TERPENOS CON ACTIVIDAD ANTIMICÓTICA DESDE TREMENTINA AL SULFATO PARA EL TRATAMIENTO DE CANDIDIASIS ORAL. ","CANDIDIASIS","ESTOMATITIS SUBPR","DESULFURIZACIÓN","NINON ROJAS BORQUEZ","4/1/2011","4/1/2014","395.165"
"D09I1207","2010","DISEÑO Y EVALUACIÓN DE PROCESOS PARA LA EXTRACCIÓN Y PURIFICACIÓN DE CAROTENOIDES Y ÁCIDOS GRASOS W- 3 Y W-6 DE MICROALGAS USANDO DIÓXIDO DE CARBONO SUPERCRÍTICO ","MICROLAGAS","ACEITE DE PESCADO","DIOXIDO DE CARBONO SUPERC","JOSE DEL VALLE LLADSER","3/18/2011","3/18/2014","389.026"
"D09I1222","2010","OPTIMIZACIÓN DE LAS CARACTERÍSTICAS SALUDABLES DE LA DIETA DE ESCOLARES DE PRIMER AÑO BÁSICO DE LA C OMUNA DE QUILLOTA CON EL OBJETIVO DE DISMINUIR EL RIESGO CARDIOVASCULAR ","RIESGO CARDIOVASCULAR","ALIMENTOS SALUDABLES","PROGRAMAS ALIMENTARIOS","NORA LUTZ RIQUELME","3/1/2011","3/1/2014","298.299"
"D09I1235","2010","ATOMIZACIÓN ULTRASÓNICA Y SUS APLICACIONES AGRÍCOLAS E INDUSTRIALES  ","ATOMIZACIÓN ULTRASÓNICA","AGROINDUSTRIA, AHORRO DE","DESALINIZACIÓN AGUA","LUIS GAETE GARRETON","12/20/2010","7/18/2014","358.572"
"D09I1238","2010","CONSTRUCCIÓN Y ESTANDARIZACIÓN DE INSTRUMENTOS DE EVALUACIÓN PSICOMÉTRICA PARA EL DESARROLLO DE UNA CULTURA DE EVALUACIÓN ÉTICA Y RIGUROSA. ","EVALUACIÓN","PSICOLÓGICA","INSTRUMENTOS","RICARDO ROSAS DIAZ","5/1/2011","11/1/2012","204.953"
"D09I1240","2010","DESARROLLO DE NANOTECNOLOGÍAS COMO HERRAMIENTAS DE SELECCIÓN GENÉTICA PARA LA FABRICACIÓN DE CELULOS A PREMIUM. ","NANOINDENTACIONES","SILVICULTURA CLONAL DE PR","DAÑO MECÁNICO DE FIBRAS D","WILLIAM GACITUA ESCOBAR","1/4/2011","1/4/2014","440.095"
"D09I1256","2010","LA DIETA VIVA ARTEMIA: UN RECURSO LOCAL ESTRATÉGICO PARA LA SUSTENTABILIDAD, BIO-SEGURIDAD Y COSTO-E FECTIVIDAD DEL PROGRAMA DE DIVERSIFICACIÓN DE LA ACUICULTURA CHILENA ","ARTEMIA","CEPARIO","DIVERSIFICACIÓN ACUICOLA","GONZALO GAJARDO GALVEZ","1/3/2011","6/30/2014","343.257"
"D09I1262","2010","INNOVAR EN LA TECNOLOGÍA DE PROCESO PARA LA PRODUCCIÓN DE PROTEÍNAS RECOMBINANTES COMPLEJAS EN LA LE CHE DE MAMÍFEROS NO TRANSGÉNICOS. PRODUCCIÓN DE ERITROPOYETINA HUMANA RECOMBINANTE PARA SU USO COMO BIOFÁRMACO","TECNOLOGÍA DE PROCESOS","BIOFÁRMACOS","ERITROPOYETINA HUMANA","JORGE TOLEDO ALONSO","1/2/2011","1/2/2015","418.547"
"D10I1002","2010","TECNOLOGÍA AVANZADA PARA CIUDADES DEL FUTURO  ","TRANSPORTE PÚBLICO","PLANIFICACIÓN URBANA","GESTIÓN URBANA","MARCELA MUNIZAGA MUÑOZ","12/1/2011","12/1/2014","319.395"
"D10I1006","2010","DESARROLLO DE UNA HERRAMIENTA DE CONTROL BIOLÓGICO A PARTIR DE RIZOBACTERIAS NATIVAS DE LA ZONA CENT RAL DE CHILE ","RIZOBACTERIAS","BIOANTAGONISTAS","NEMATODOS","ERWIN ABALLAY ESPINOZA","12/1/2011","12/1/2014","115.225"
"D10I1007","2010","GENOMICA DE LA POBLACION CHILENA: OBTENCION DE PERFILES GENETICOS NECESARIOS EN INVESTIGACION CLINIC A, SALUD PUBLICA Y MEDICINA FORENSE. ","PERFILES GENÉTICOS","POBLACIÓN CHILLENA","MEDICINA GENÓMICA","LUCIA CIFUENTES OVALLE","1/2/2012","1/2/2015","353.214"
"D10I1011","2010","FORMACIÓN DE COMPETENCIAS COMERCIALES Y FINANCIERAS EN PEQUEÑOS EMPRESARIOS Y SU EVALUACIÓN EXPERIME NTAL ","COMPETENCIA","EMPRESA","EXPERIMENTO","CLAUDIO BRAVO ORTEGA","12/22/2011","12/22/2014","267.109"
"D10I1022","2010","USO DE INGENIERÍA METABÓLICA PARA EL DESARROLLO DE PLÁNTULAS DE MANZANO QUE POSEEN  GENES PARA LA SÍ NTESIS DE VITAMINA A Y ANTIOXIDANTES EN LOS FRUTOS. ","GENES CAROTENOGÉNICOS","B-CAROTENO","MANZANA","CLAUDIA STANGE KLEIN","11/8/2011","11/8/2014","221.482"
"D10I1025","2010","ESTABLECIMIENTO DE CLASES DE INFILTRACIÓN ACEPTABLE DE EDIFICIOS PARA CHILE.  ","EFICIENCIA ENERGÉTICA","CONSTRUCCIÓN","INFILTRACIONES DE AIRE","LUIS BOBADILLA MORENO","12/7/2011","6/7/2014","320.126"
"D10I1027","2010","DESARROLLO DE PLATAFORMA DE AMENAZA SÍSMICA PARA EL NORTE DE CHILE Y PROPUESTA DE ACTUALIZACIÓN DE N ORMAS  DE DISEÑO SISMO-RESISTENTE: ANÁLISIS DE LOS EFECTOS DEL TERREMOTO DEL MAULE 2010 Y CARACTERIZ ACIÓN DE TERREMOTOS TIPO EN EL SEGMENTO TALTAL-ARICA","SÍSMICO","AMENAZA","NORMAS","GONZALO YAÑEZ CARRIZO","5/15/2012","5/15/2015","346.340"
"D10I1034","2010","SISTEMA DE GESTIÓN DEL CONOCIMIENTO PARA LA TRANSFERENCIA DE INNOVACIONES Y BUENAS PRÁCTICAS DE GEST IÓN ENTRE GOBIERNOS LOCALES ","GESTIÓN DEL CONOCIMIENTO","MUNICIPIOS","MEJORES PRACTICAS","MARIO WAISSBLUTH SUBELMAN","12/1/2011","12/1/2014","287.804"
"D10I1037","2010","DESARROLLANDO COMPETENCIAS PARA EL SIGLO 21: EVALUANDO COMPETENCIAS DOCENTES PARA FORTALECER LAS HAB ILIDADES TIC PARA EL APRENDIZAJE (HTPA) EN ESTUDIANTES DEL SISTEMA ESCOLAR CHILENO. ","EDUCACIÓN","HABILIDADES TIC","DOCENTES","ALVARO SALINAS ESPINOSA","12/30/2011","12/30/2014","264.710"
"D10I1038","2010","RED DE INFORMACIÓN EN BIODIVERSIDAD PARA ORIENTAR LAS PRIORIDADES DE INVESTIGACIÓN CIENTÍFICA EN APO YO A LAS POLÍTICAS PÚBLICAS AMBIENTALES ","INFORMACIÓN CIENTIFICA EN","BARCODING, TAXA, ALGAS, A","REPOSITORIO","ROGELIO SELLANES LOPEZ","4/1/2012","4/1/2015","292.452"
"D10I1049","2010","UNA HERRAMIENTA TÁCTICO-ESTRATÉGICA DE GESTIÓN Y PLANIFICACIÓN DE SISTEMAS DE TRANSPORTE PÚBLICO URB ANO. ","TRANSPORTE PÚBLICO","PLANIFICACIÓN URBANA","METRO Y TRANSANTIAGO","JUAN MUÑOZ ABOGABIR","1/2/2012","1/1/2015","296.757"
"D10I1050","2010","OPTIMIZACIÓN DE LA SOBREVIVENCIA DE LARVAS DE SERIOLA LALANDI MEDIANTE LA UTILIZACIÓN DE  ALIMENTO P ROBIÓTICO ","PROBIÓTICO","SOBREVIVENCIA","LARVAS","CARLOS RIQUELME SALAMANCA","12/26/2011","12/26/2014","208.250"
"D10I1051","2010","SISTEMA DE SOPORTE A LA TOMA DE DECISIONES PARA REDUCIR LA VULNERABILIDAD FRENTE A VARIABILIDAD Y CA MBIO CLIMÁTICO EN AGRICULTURA DE RIEGO ","CAMBIO CLIMATICO","RECURSOS HIDRICOS","AGRICULTURA DE RIEGO","FRANCISCO MEZA DABANCENS","1/16/2012","1/15/2015","320.581"
"D10I1054","2010","MEDICIÓN DE FLUJOS Y DENSIDADES ESPACIALES DE CLIENTES EN GRANDES TIENDAS DE RETAIL USANDO MÚLTIPLES CÁMARAS DE VIDEO ","VISIÓN POR COMPUTADOR","INTELIGENCIA DE MÁQUINA","RETAIL","ALVARO SOTO ARRIAZA","12/1/2011","12/1/2014","187.116"
"D10I1055","2010","UNA OPCIÓN ECONÓMICO-PRODUCTIVA PARA LAS AREAS DE MANEJO Y EXPLOTACIÓN DE RECURSOS BENTÓNICOS (AMERB ): PRODUCCIÓN Y CULTIVO DE FONDO DE MOLUSCOS ENTERRADORES DE IMPORTANCIA COMERCIAL. ","PESCADORES ARTESANALES","AREAS DE MANEJO","CULTIVO DE MOLUSCOS","CARLOS ESTRADA MUNZENMAYER","5/10/2012","2/10/2015","191.114"
"D10I1056","2010","CONTROL Y PREVENCIÓN DE INFECCIONES VIRALES EN SALMONICULTURA: PRODUCTOS ANTIVIRALES CONTRA ISAV DES ARROLLADOS EN BASE A HERRAMIENTAS BIOTECNOLÓGICAS Y GENÓMICAS. ","ANTIVIRAL","VIRUS ISA","SALMÓNIDOS","JAIME ROMERO ORMAZABAL","12/1/2011","12/1/2014","277.440"
"D10I1059","2010","MODELO DE INTERVENCIÓN BIOPSICOSOCIAL (MIB) EN LA ESCUELA: GESTIÓN OPERATIVA, TÉCNICA Y DE EVALUACIÓ N CONTINUA. ALIANZA FAMILIA-ESCUELA-COMUNIDAD. ","ESTRATEGIAS PSICOSOCIALES","EDUCACIÓN EN CONTEXTOS VU","PROTECCIÓN SOCIAL A LA IN","MAHIA SARACOSTTI SCHWARTZMAN","12/22/2011","8/21/2014","223.504"
"D10I1064","2010","OPTIMIZACIÓN DEL MANEJO ARTIFICIAL DE LA REPRODUCCIÓN DE SALMÓNIDOS UTILIZANDO LA CRIOBIOLOGÍA COMO HERRAMIENTA BIOTECNOLÓGICA. ","CRIOBIOLOGÍA","CRIOPRESERVACIÓN DE SEMEN","SALMONICULTURA","IVAN VALDEBENITO ISLER","1/1/2012","1/1/2015","242.578"
"D10I1069","2010","MODELOS MULTIFÍSICOS SIMULADOS EN TIEMPO REAL APLICADOS AL MANTENIMIENTO BASADO EN LA CONDICIÓN (MBC )  Y MANTENCIÓN PREDICTIVA (MP) DE MAQUINARIA MÓVIL DE GRAN TAMAÑO ","MANTENIMIENTO PREDICTIVO","MODELOS MULTIFÍSICOS","SOFT SENSORS","LUCIANO CHIANG SANCHEZ","10/8/2012","10/7/2014","224.962"
"D10I1073","2010","IMPLEMENTACIÓN DE UN MODELO DE GESTIÓN DE CALIDAD PARA LA EDUCACIÓN MEDIA TÉCNICO PROFESIONAL  ","EDUCACIÓN TÉCNICA","GESTIÓN ESCOLAR","APRENDIZAJE DE CALIDAD","MARTIN MIRANDA OYARZUN","11/16/2011","11/15/2014","179.816"
"D10I1077","2010","IDENTIFICACIÓN DE INHIBIDORES DE LA QUINASA C-ABL PARA EL  POTENCIAL TRATAMIENTO DE LA ENFERMEDAD DE ALZHEIMER ","ALZHEIMER","NEURODEGENERACIÓN","DROGA","ALEJANDRA ALVAREZ ROJAS","12/21/2011","12/20/2014","350.724"
"D10I1086","2010","SOLUCIONES DE MUROS DE ENVOLVENTE PARA CASAS DE HORMIGÓN BAJO CRITERIOS DE DESEMPEÑO ENERGITÉRMICOS, ESTRUCTURALES Y CONSTRUCTIVOS ","AISLANTE TÉRMICO","ESTRUCTURAL","HORMIGON","MAURICIO LOPEZ CASANOVA","12/2/2011","12/1/2014","286.738"
"D10I1090","2010","DESARROLLO DE UNA TERAPIA SELECTIVA CONTRA CÁNCER CERVICOUTERINO  ","CÁNCER CERVICOUTERINO","TERAPIA ANTISENTIDO","NCMTRNAS","JAIME VILLEGAS OLAVARRÍA","11/1/2011","11/1/2014","310.934"
"D10I1091","2010","NUEVA BEBIDA LÁCTEA PARA EL  PROGRAMA DE ALIMENTACIÓN COMPLEMENTARIA DEL ADULTO MAYOR (PACAM): NIVEL ES ÓPTIMOS DE FORTIFICACIÓN CON VITAMINAS D Y B12 PARA MEJORAR LA FUNCIONALIDAD COGNITIVA Y MOTORA D E SUS BENEFICIARIOS.","ADULTO MAYOR","VITAMINAS B12 Y D","FUNCIONALIDAD COGNITIVA Y","HUGO SANCHEZ REYES","12/15/2011","12/15/2014","323.737"
"D10I1096","2010","ENVASE DE ATMÓSFERA MODIFICADA PARA EL TRANSPORTE Y COMERCIALIZACIÓN DE CEREZA BAJO FLUCTUACIÓN TÉRM ICA HASTA EL CONSUMIDOR FINAL. ","MEMBRANA TERMOSENSIBLE","ENVASE","ATMOSFERA CONTROLADA","JUAN ZOFFOLI GUERRA","1/9/2012","1/9/2015","218.772"
"D10I1100","2010","SENSORES INTELIGENTES PARA EL CONTROL DE CALIDAD EN LA INDUSTRIA DEL VINO  ","SENSORES IMPRESOS","SISTEMAS AUTOMATIZADOS","INDUSTRIA VITIVINÍCOLA","MARCOS CAROLI REZENDE","12/1/2011","3/31/2014","237.888"
"D10I1104","2010","OBTENCIÓN DE EXTRACTOS DE ALTO VALOR COMERCIAL, RICOS EN ESTILBENOS Y/O PROCIANIDINAS PARA FORTALECE R EL APROVECHAMIENTO INTEGRAL DE RESIDUOS DE LA INDUSTRIA VITIVINÍCOLA. ","PROCIANIDINAS","ESTILBENOS","VITIS VINIFERA","CLAUDIA MARDONES PEÑA","11/7/2011","11/6/2014","314.741"
"D10I1109","2010","MINIMIZACIÓN DE LA FORMACIÓN DE ACRILAMIDA EN ALIMENTOS DE CONSUMO MASIVO EN CHILE.  ","REDUCCION DE ACRILAMIDA","MEDICION DE ACRILAMIDA","ACRILAMIDA DIETARIA","FRANCO PEDRESCHI PLASENCIA","12/1/2011","12/1/2014","289.202"
"D10I1116","2010","TRATAMIENTO ANAERÓBICO DE BIOMASA ORGÁNICA CON BIOFILM CELULÓSICO PARA PRODUCCIÓN DE BIOGAS ENRIQUEC IDO Y BIOFERTILIZANTE CARBONADO ","BIOGAS","ENERGIAS RENOVABLES NO CO","RESIDUOS ORGANICOS","JOSE REYES AROCA","11/16/2011","11/16/2014","256.909"
"D10I1128","2010","DESARROLLO DE PROTOTIPOS DE SUPLEMENTOS ORALES DE ORIGEN VEGETAL CAPACES DE REVERTIR LA RESISTENCIA FARMACOLÓGICA DE CÁLIGUS. ","RESISTENCIA DE CÁLIGUS","SUPLEMENTOS DE ORIGEN VEG","ADMINISTRACIÓN ORAL","JUAN CARCAMO MATUS","5/2/2012","5/2/2015","268.800"
"D10I1141","2010","DESARROLLO DE LA TECNOLOGÍA PARA EL CULTIVO INTENSIVO DEL CONGRIO COLORADO: FASE II ENGORDA  ","ACUICULTURA","ENGORDA","CONGRIO COLORADO","ALFREDO MOLINA SIRGUIADO","","","240.000"
"D10I1149","2010","DESARROLLO DE SISTEMAS DE PROPAGACIÓN PARA EL ESCALAMIENTO OPERACIONAL DE MATERIAL GENÉTICO DE RAULÍ  ","MULTIPLICACIÓN","MICRO Y MACROPROPAGACIÓN","CERTIFICACIÓN MOLECULAR","FERNANDO DROPPELMANN FELMER","11/2/2011","11/2/2014","340.405"
"D10I1150","2010","DESARROLLO DE SOLUCIONES INFORMÁTICAS PARA EL CUIDADO DE PACIENTES POSTRADOS Y OTRAS CONDICIONES.  ","M-HEALTH","E-HEALTH","POSTRADOS","SABINA MORENO JAQUE","3/7/2012","3/7/2014","233.803"
"D10I1157","2010","TELEDETECCIÓN APLICADA PARA OPTIMIZAR EL USO DEL AGUA Y ENERGÍA EN FRUTALES Y VIDES, DESARROLLO DE U NA PLATAFORMA GEO-INFORMÁTICA ","TELEDETECIÓN APLICADA","FRUTALES Y VIDES","EVAPOTRANSPIRACIÓN","SAMUEL ORTEGA FARIAS","3/5/2012","3/5/2015","255.840"
"D10I1158","2010","DESARROLLO DE MATERIALES TERMOPLÁSTICOS BIODEGRADABLES A PARTIR DE BIOMASA MACROALGAL  ","MACROALGAS","BIOPOLIMEROS","POLISACARIDOS","ALVARO MALDONADO MENDOZA","11/1/2011","11/1/2014","314.366"
"D10I1170","2010","APLICACIÓN DE ALTAS PRESIONES PARA LA ESTABILIZACIÓN MICROBIOLÓGICA Y PROTEICA EN VINOS BLANCOS COMO ALTERNATIVA PARA REDUCIR EL USO DE SULFUROSO Y BENTONITA EN LA INDUSTRIA DEL VINO ","ALTAS PRESIONES HIDROSTÁT","VINOS","HOMOEGENIZACIÓN POR ALTA","GIPSY TABILO MUNIZAGA","12/5/2011","6/5/2014","231.503"
"D10I1183","2010","NUEVAS ESTRATEGIAS EN LA GENERACIÓN DE VARIEDADES DE ARROZ TOLERANTES A FRÍO Y RESISTENTES A HERBICI DAS. ","ARROZ","TOLERANCIA A FRIO","RESISTENCIA A HERBICIDAS","OSCAR PAREDES CARCAMO","10/17/2011","10/17/2014","257.600"
"D10I1185","2010","PRODUCCIÓN OPTIMIZADA DE PISCIRICKETTSIA SALMONIS EN CULTIVO LÍQUIDO PARA LA GENERACIÓN DE VACUNAS I NNOVADORAS ","PISCIRICKETTSIA SALMONIS","FERMENTACIÓN SUMERGIDA","VACUNAS VIVAS","CLAUDIA ALTAMIRANO GOMEZ","12/1/2011","12/1/2014","288.000"
"D10I1198","2010","DESARROLLO DE UNA PLATAFORMA TECNOLÓGICA GENÉRICA BASADA EN WEB INTELLIGENCE DE APOYO AL DISEÑO Y AP LICACIÓN DE MEJORES ESTRATEGIAS DE CREACIÓN DE VALOR EN LA INDUSTRIA DE LOS SERVICIOS: EXPERIENCIA D EMOSTRATIVA EN EL  CLÚSTER DEL TURISMO DE LA REGIÓN DE","WEB INTELLIGENCE, ADAPTIV","DATA WEBHOUSE, TURISMO,","REGION DE LOS LAGOS","JUAN VELASQUEZ SILVA","1/2/2012","1/2/2014","220.634"
