"","","","","","","","","",""
"PROYECTOS DE INVESTIGACION Y DESARROLLO DESDE EL AÑO 2000","","","","","","","","",""
"(Los montos están en miles $)","","","","","","","","",""
"","","","","","","","","",""
"CODIGO","AÑO CONCURSO","TITULO","PALABRA CLAVE 1","PALABRA CLAVE 2","PALABRA CLAVE 3","DIRECTOR GENERAL","FECHA INICIO","FECHA TERMINO","MONTO ADJ. FONDEF"
"D02I1122","2002","DESARROLLO EN CHILE DE TECNICAS PARA EL DIAGNOSTICO Y CONTROL DEL VIRUS CAUSANTE DEL SINDROME ICTERICO DEL SALMON COHO","SALMON","ICTERICIA","DIAGNOSTICO","GERMAN REINHARDT VATER","8/15/2003","9/14/2005","128.000"
"D02I1128","2002","SISTEMA INTEGRADO DE TOMA Y PROCESAMIENTO DE MUESTRAS ATMOSFERICAS PARA LA DETERMINACION Y EVALUACION TOXICOLOGICA DE COMPUESTOS ORGANICOS CON POTENCIALIDAD MUTAGENICA Y CARCINOGENICA","ATMOSFERA","COMPUESTOS ORGANICOS","CANCER","FRANCISCO CERECEDA BALIC","8/12/2003","6/30/2006","266.000"
"D02I1129","2002","INVESTIGACION Y DESARROLLO DE REPRODUCTORES Y SEMILLA DE CALIDAD GENETICA Y SANITARIA PARA LA SUSTENTABILIDAD DEL CULTIVO DEL ABALON JAPONES (HALIOTIS DISCUS HANNAI)","ABALONES","GENETICA","MEJORAMIENTO","FEDERICO WINKLER MANNS","7/15/2003","8/30/2006","230.000"
"D02I1131","2002","ACUICULTURA PARA LA RECUPERACION DEL RECURSO MACHA MESODESMA DONACIUM (LAMARCK, 1818) EN AREAS DE MANEJO DE COMUNIDADES ARTESANALES","MACHA (SURF CLAM)","PRODUCCION","SEMILLAS","JUAN ILLANES BÜCHER","6/17/2003","10/30/2006","225.000"
"D02I1135","2002","DESARROLLO DE PRODUCTOS CON ALTO CONTENIDO DE PRINCIPIOS ACTIVOS FUNCIONALES A PARTIR DE LECHE BOVINA Y SUS DERIVADOS","ALIMENTOS","LACTEOS","FUNCIONALES","CARLOS ESCOBAR BAHAMONDES","6/2/2003","1/31/2007","220.000"
"D02I1139","2002","DIFERENCIACION DE PANELES EN BASE A MADERA, A TRAVES DEL DESARROLLO DE PRODUCTOS RESISTENTES A PATOGENOS, DE ALTA ESTABILIDAD DIMENSIONAL Y DE DIFICIL IGNICION","PANELES EN BASE A MADERA","IGNIFUGOS","DURABLES","ALEX BERG GEBERT","4/1/2003","6/30/2005","140.000"
"D02I1140","2002","INVENTARIO MULTIFACTORIAL DE RIESGO: UN INSTRUMENTO PARA UNA MEJOR PREDICCION DE FUTUROS EPISODIOS DE DEPRESION EN EL NIVEL PRIMARIO DE ATENCION","DEPRESION","PREVENCION","FACTORES DE RIESGO","BENJAMIN VICENTE PARADA","5/1/2003","7/31/2005","145.000"
"D02I1145","2002","OPTIMIZACION DEL MANEJO ORGANICO EN ARANDANO  ","ARANDANO","ORGANICO","OPTIMIZACION","Q.E.P.D.: RUPERTO HEPP GALLO","4/1/2003","8/31/2007","170.000"
"D02I1146","2002","TECNOLOGIAS DE MANEJO DE AGUA PARA UNA AGRICULTURA INTENSIVA SUSTENTABLE ","RIEGO","CONTAMINACION","ENERGIA","EDUARDO HOLZAPFEL HOCES","5/1/2003","2/28/2008","220.000"
"D02I1148","2002","APLICACION DE OZONO EN LA DESINFECCION Y CONTROL BACTERIANO DE PRODUCTOS PESQUEROS Y ACUICOLAS. HACIA UNA PRODUCCION LIMPIA","OZONO","ACUICULTURA","PRODUCCION LIMPIA","VICTOR TRONCOSO DEL VALLE","5/1/2003","10/31/2005","225.000"
"D02I1150","2002","DESARROLLO DE LA EXPLOTACION COMERCIAL DE NUEVOS RECURSOS PESQUEROS EN EL ARCHIPIELAGO DE JUAN FERNANDEZ (ISLA ROBINSON CRUSOE)","PESCA","TECNOLOGIA","NEGOCIO","HUGO ARANCIBIA FARIAS","5/1/2003","6/30/2006","175.000"
"D02I1154","2002","DESARROLLO DE UN PROTOTIPO DE UN MINIPERFILADOR PARA MEDIR IN SITU LA CONDICION DE ANOXIA DE LOS SEDIMENTOS EXISTENTES BAJO LOS SISTEMAS DE CULTIVO","MINIPERFILADOR","SEDIMENTOS","CULTIVO","MARCO SALAMANCA ORREGO","5/22/2003","7/31/2005","250.000"
"D02I1159","2002","OBTENCION DE SUBPRODUCTOS CON VALOR COMERCIAL A PARTIR DE ESCORIAS PIROMETALURGICAS PROVENIENTES DE FUNDICIONES DE CONCENTRADOS DE COBRE DE LA GRAN MINERIA EN CHILE","SUBPRODUCTOS","COMERCIABLES","COBRE Y METALES","MARIO SANCHEZ MEDINA","6/1/2003","11/30/2005","230.000"
"D02I1160","2002","DESARROLLO DE LA TECNOLOGIA DE CULTIVO DE LA NAVAJUELA (TAGELUS DOMBEII), EN LA ZONA CENTRO SUR DE CHILE","TECNOLOGIA","CULTIVO","NAVAJUELA","CHITA GUISADO ARANGUIZ","4/21/2003","8/1/2005","230.000"
"D02I1161","2002","INVESTIGACION Y DESARROLLO DE UNA TECNOLOGIA BASE DE CULTIVO PARA LA PRODUCCION DE COJINOBA DEL NORTE (SERIOLELLA VIOLACEA)","COJINOBA","CULTIVO","SERIOLELLA","ALFONSO SILVA ARANCIBIA","6/1/2003","3/30/2008","162.000"
"D02I1163","2002","DESARROLLO DE LA TECNOLOGIA DE PRODUCCION DE JUVENILES PARA EL CULTIVO INTENSIVO DE CENTOLLA (LITHODES SANTOLLA)","CENTOLLA","CULTIVO","NUTRICION","KURT PASCHKE LA MANNA","7/1/2003","7/30/2006","208.000"
"D03I1002","2003","IDN 5706, UN NUEVO FARMACO NATURAL PARA LA PREVENCION Y EL TRATAMIENTO DE LA ENFERMEDAD DE ALZHEIMER","ALZHEIMER","FARMACO","TRATAMIENTO","JUAN HANCKE OROZCO","1/5/2005","3/30/2008","226.000"
"D03I1010","2003","INVESTIGACION & DESARROLLO PARA LA IMPLEMENTACION DEL CULTIVO INDUSTRIAL DEL ARCTIC CHARR (SALVELINUS ALPINUS) EN CHILE","ARCTIC","ACUICULTURA","TRUCHA","ALFONSO MARDONES LAZCANO","11/17/2004","11/17/2007","196.000"
"D03I1011","2003","CARBON DE BAMBU Y PRODUCTOS DERIVADOS, DESARROLLO TECNOLOGICO Y COMERCIAL ","CARBON","BAMBU","COMERCIAL","CARLOS KAHLER GONZALEZ","3/1/2005","10/31/2007","126.000"
"D03I1012","2003","SELECCION GENOTIPICA Y DESARROLLO INDUSTRIAL DE EXTRACTOS DE QUILLAY ","QUILLAY","GENOTIPO","EXTRACTOS COMERCIALES","JUAN VELOZO SOTO","11/29/2004","7/28/2008","150.000"
"D03I1017","2003","DESARROLLO DE PREMIXES DE NUTRIENTES DE PROCEDENCIA NATURAL QUE PERMITAN LA CONVERSION DE SALMONIDOS EN ALIMENTOS FUNCIONALES, PARA PROTEGER LA SALUD DEL HOMBRE MODERNO","ACUICULTURA","NUTRICION","FUNCIONAL","(Q.E.P.D.) CLAUDIO ROMO ROMO","1/3/2005","7/18/2008","285.000"
"D03I1018","2003","ADAPTACION Y DESARROLLO DE TECNOLOGIAS DE APLICACION DE ZEOLITAS NATURALES Y SU ACTIVACION Y MODIFICACION PARA APLICACIONES AMBIENTALES Y EN PROCESOS","ZEOLITAS NATURALES,MODIFICADAS","TECNOLOGIAS","APLICACIONES AMBIENTALES","MARIA TORRES MONTALBETTI","11/5/2004","9/30/2007","169.000"
"D03I1020","2003","DISEÑO POR ENVOLVENTE PARA LA VIVIENDA DE MADERA: INNOVACION TECNOLOGICA PARA FOMENTAR EL USO DEL PINO RADIATA EN CHILE","MADERA","VIVIENDA","ENVOLVENTE","JUAN UGARTE GURRUCHAGA","11/16/2004","8/16/2007","214.000"
"D03I1025","2003","MODELO PREDICTIVO DEL CRIMEN PARA LA REGION METROPOLITANA ","MODELO","PREDICCION","DELITO","GERARDO GONZALEZ THEODOR","4/1/2005","3/31/2008","70.000"
"D03I1032","2003","DESARROLLO DE ENVASES ACTIVOS APLICADOS A PRODUCTOS DE EXPORTACION CON ALTO VALOR AGREGADO EN LA INDUSTRIA DEL SALMON","ENVASADO ACTIVO","ABSORBEDORES DE OXIGENO","SALMON","MARIA GALOTTO LOPEZ","1/3/2005","1/3/2009","195.000"
"D03I1034","2003","AEROPLATAFORMAS GLOBO-ANTENA COMO BASE DE UN SISTEMA DE RADIOCOMUNICACION DIGITAL PARA REDES INALAMBRICAS IP","AEROPLATAFORMAS","RADIOCOMUNICACION","INALAMBRICA","FERNANDO ULLOA VASQUEZ","1/3/2005","4/30/2007","180.000"
"D03I1035","2003","DESARROLLO DE UN PROGRAMA PARA GARANTIZAR LA INOCUIDAD EN CARNES DE AVES Y CERDO, RESPECTO A DIOXINAS Y FURANOS","PROGRAMA","INOCUIDAD","DIOXINAS","CARLOS VALDOVINOS JELDES","11/23/2004","5/22/2007","235.000"
"D03I1038","2003","DISEÑO, IMPLEMENTACION Y EVALUACION DE UNA RED DE CENTROS DE APOYO PARA SITUACIONES DE CRISIS Y EMERGENCIA","INTERVENCION EN CRISIS","RED DE APOYO","OPERADORES SOCIALES","ANA ARON SVIGILSKY","12/1/2004","11/30/2007","180.000"
"D03I1039","2003","DESARROLLO DE HERRAMIENTAS COMPUTACIONALES PARA OPTIMIZAR LA GESTION DE CARTERAS DE INVERSION EN MERCADOS EMERGENTES: APLICACION A LOS FONDOS DE PENSIONES EN CHILE","SOFTWARE","OPTIMIZACION","PORTAFOLIOS","GONZALO CORTAZAR SANZ","12/6/2004","4/30/2007","158.000"
"D03I1042","2003","INVESTIGACION Y DESARROLLO DE PROCEDIMIENTOS PARA LA MEDICION Y CONTROL DE FRICCION SUPERFICIAL EN PAVIMENTOS EN CHILE","FRICCION","PAVIMENTOS","GESTION","HERNAN DE SOLMINIHAC TAMPIER","3/1/2005","8/30/2008","155.000"
"D03I1047","2003","PROGRAMA ALIMENTARIO MEDITERRANEO EN CHILE (PAM-CHILE): FOMENTO DEL VINO Y OTROS PRODUCTOS ALIMENTARIOS SALUDABLES, ECONOMICAMENTE PRIORITARIOS, MEDIANTE EVIDENCIAS CIENTIFICAS","CIENCIA","VINO","SALUD","(Q.E.P.D.) FEDERICO LEIGTHON PUGA","11/4/2004","11/3/2007","175.000"
"D03I1049","2003","FORMACION, EVALUACION Y ACREDITACION DE COMPETENCIAS DE DIRECTIVOS DE ESTABLECIMIENTOS EDUCACIONALES","COMPETENCIAS","FORMACION","ACREDITACION","ALBERTO VASQUEZ TAPIA","1/11/2005","4/30/2007","105.000"
"D03I1054","2003","DIFERENCIACION Y OBTENCION DE PRODUCTOS DE MIELES CHILENAS CERTIFICABLES POR SUS PROPIEDADES NUTRACEUTICAS, AROMATICAS Y BIOLOGICAS SEGUN SU ORIGEN BOTANICO Y GEOGRAFICO","MIEL","FLORA ENDEMICA","ACTIVIDAD BIOLOGICA","GLORIA MONTENEGRO RIZZARDINI","12/1/2004","11/30/2007","134.000"
"D03I1055","2003","DESARROLLO Y ESTANDARIZACION DE TECNOLOGIAS PARA LA PRODUCCION DE ANTICUERPOS MONOCLONALES MODIFICADOS CON APLICACIONES EN BIOMEDICINA","ANTICUERPOS","TERAPEUTICA","HUMANIZACION","JUAN AGUILLON GUTIERREZ","11/10/2004","11/30/2009","320.000"
"D03I1057","2003","DESARROLLO DE TECNOLOGIAS DE GESTION PARA AUMENTAR LA PRODUCTIVIDAD DE CADENAS DE ABASTECIMIENTO DE INDUSTRIAS DE CONSUMO MASIVO: APLICACION AL CASO SUPERMERCADOS","TECNOLOGIAS","GESTION","RETAILERS","MAXIMO BOSCH PASSALACQUA","11/1/2004","7/31/2007","166.000"
"D03I1063","2003","ELABORACION DE SUSTRATOS ESPECIALIZADOS PARA USO AGRICOLA, A PARTIR DE RESIDUOS ORGANICOS BIOPROCESADOS","SUSTRATOS","MEDIO DE CULTIVO","PROPAGACION DE PLANTAS","PABLO ALVARADO VALENZUELA","11/2/2004","11/1/2007","196.000"
"D03I1064","2003","METODOLOGIA PARA EVALUAR INVERSIONES EN PROYECTOS MINEROS DE COBRE DE LARGO PLAZO ","PLANIFICACION","MINERIA","OPTIMIZACION","RAFAEL EPSTEIN NUMHAUSER","3/1/2005","4/30/2008","122.000"
"D03I1066","2003","INCIDENCIA SISMICA EN OBRAS CIVILES Y HABITACIONALES DE LA CUENCA Y ZONA CORDILLERANA DE SANTIAGO","SISMOLOGIA","AMENAZA","ACELEROGRAMA","RICARDO THIELE CARTAGENA","3/1/2005","7/1/2008","260.000"
"D03I1070","2003","MEJORAMIENTO DE LA COMPETITIVIDAD DEL DAMASCO DE EXPORTACION, MEDIANTE LA DIFERENCIACION DEL PRODUCTO Y LA ORGANIZACION DE LA INDUSTRIA","DAMASCO","COMPETITIVIDAD","EXPORTACION","RODRIGO INFANTE ESPIÑEIRA","10/26/2004","1/26/2009","290.000"
"D03I1072","2003","DESARROLLO DE LA TECNOLOGIA DE CULTIVO DEL PEPINO DE MAR (ATHYONIDIUM CHILENSIS), EN LA ZONA CENTRO SUR DE CHILE","TECNOLOGIA","CULTIVO","PEPINO DE MAR","CHITA GUISADO ARANGUIZ","12/1/2004","5/30/2007","265.000"
"D03I1074","2003","ESTABLECIMIENTO Y DESARROLLO DE LA PLATAFORMA TECNOLOGICA PARA LA GENERACION DE BOVINOS TRANSGENICOS COMO BIOREACTORES","BOVINOS","TRANSFERENCIA NUCLEAR","TRANSGENICOS","RICARDO FELMER DORNER","12/1/2004","12/1/2009","230.000"
"D03I1076","2003","CONTROL INTEGRADO DEL INSECTO URBANO RURAL VESPULA GERMANICA F ","CEBOS ATRACTICIDAS","VUELOS MODELACION","FORMULACION","PATRICIA ESTAY PALACIOS","10/13/2004","5/12/2008","164.000"
"D03I1077","2003","DESARROLLO DE TECNOLOGIAS LIMPIAS PARA EL CONTROL DE PLAGAS EN LA PRODUCCION DE PALTAS DE EXPORTACION","PALTO","PLAGAS","LIMPIA","RENATO RIPA SCHAUL","1/20/2005","5/31/2008","169.000"
"D03I1079","2003","DESCHAMPSIA ANTARCTICA DESV.: PROSPECCION DE GENES Y AGENTES FOTOPROTECTORES ULTRAVIOLETAS PARA SU USO EN LA INDUSTRIA FARMACEUTICA","ANTARCTICA","TRASNSCRIPTOMA","PROTECCION (UV)","MANUEL GIDEKEL BLUFSTEIN","10/13/2004","4/30/2008","215.000"
"D03I1084","2003","CONTROL DE PROBLEMAS FITOSANITARIOS EN PRECOSECHA, APLICANDO TECNOLOGIA LIMPIA BASADA EN EL USO DE SUBSTANCIAS NATURALES","PRECOSECHA","PLAGAS","TECNOLOGIA LIMPIA","HUGO PEÑA CORTES","11/1/2004","6/30/2008","111.000"
"D03I1089","2003","DESARROLLO DE FORMULACIONES FARMACEUTICAS OPTIMIZADAS CON CICLODEXTRINAS PARA ACICLOVIR Y PROGESTERONA","PROGESTERONA","ACICLOVIR","CICLODEXTERINAS","CARLOS VON PLESSING ROSSEL","12/1/2004","9/30/2007","173.000"
"D03I1090","2003","ABORDAJE FAMILIAR BREVE: UN MODELO ESTRATEGICO PARA AUMENTAR LA RESOLUTIVIDAD EN LA ATENCION PRIMARIA Y REDUCCION EN GASTO SANITARIO","ABORDAJE","FAMILIAR","BREVE","NIEVES SCHADE YANKOVIC","11/1/2004","4/30/2007","90.000"
"D03I1093","2003","NUEVA FORMULACION FARMACEUTICA DE DISULFIRAM COMO APOYO AL TRATAMIENTO BIOPSICOSOCIAL DE LA DEPENDENCIA DE ALCOHOL","DISULFIRAM","ALCOHOL","BIOPSICOSOCIAL","MARIA SEPULVEDA CARREÑO","1/1/2005","9/29/2008","280.000"
"D03I1095","2003","DESARROLLO DEL CULTIVO DE UN NUEVO RECURSO MARINO: EL CHORO ARAUCANO (MYTILUS SP.) ","CULTIVO","NUEVO RECURSO","MITILIDO","EDUARDO TARIFEÑO SILVA","11/4/2004","3/31/2007","240.000"
"D03I1100","2003","OPTIMIZACION DE LA TECNOLOGIA DE PRODUCCION DE OLEAGINOSAS ESPECIALES (BORRAJA, ECHIUM, ONAGRA, LINO Y SESAMO) EN EL SUR DE CHILE","OLEAGINOSAS","ACEITE","NUTRACEUTICOS","SUSANA FISCHER GANZONI","10/1/2004","12/31/2007","136.000"
"D03I1101","2003","DESARROLLO DE MATERIALES TERMOPLASTICOS DE CARACTERISTICAS BIODEGRADABLES, PARA LA INYECCION DE PRODUCTOS DE USO MASIVO Y DESECHABLES","MATERIALES TERMOPLASTICOS","BIODEGRADABLES","INYECCION","ROBERTO MELO SANHUEZA","11/1/2004","5/30/2007","196.000"
"D03I1102","2003","OBTENCION DIRECTA DE COBRE BLISTER EN REACTOR DE CAPA FUNDIDA ","COBRE","FUNDICION","REACTOR","IGOR WILKOMIRSKY FUICA","6/1/2005","1/31/2009","232.000"
"D03I1103","2003","DESARROLLO DE HERRAMIENTAS DE SELECCION CLONAL EN EUCALYPTUS GLOBULUS PARA LA INDUSTRIA DE CELULOSA","EUCALYPTUS","CLONES","CELULOSA","JAIME RODRIGUEZ GUTIERREZ","12/1/2004","11/1/2008","250.000"
"D03I1104","2003","SISTEMA INTEGRADO DE REGISTROS DE CORRIENTES Y OLAS (SIRCO) APLICADO AL MONITOREO, LA MODELACION Y EL DIAGNOSTICO DE BAHIAS, FIORDOS Y ZONAS COSTERAS","MONITOREO","MODELACION","BAHIAS","DANTE FIGUEROA MARTINEZ","4/1/2005","10/31/2007","150.000"
"D03I1105","2003","DESARROLLO DE KIT MOLECULAR PARA LA DETECCION DE GENES DE VIRULENCIA POR PCR MULTIPLE, EN BIOPSIAS GASTRICAS DE PACIENTES INFECTADOS POR HELICOBACTER PYLORI ","HELICOBACTER PYLORI","KIT-MOLECULAR","VIRULENCIA-RESISTENCIA","APOLINARIA GARCIA CANCINO","11/2/2004","5/31/2008","310.000"
"D03I1106","2003","DESARROLLO DE SISTEMAS DE CONTROL EN EQUIPOS DE COMBUSTION, MEDIANTE ANALISIS FOTONICO EN LINEA DE LA LLAMA","CONTROL","COMBUSTION","SENSORES FOTONICOS","OSCAR FARIAS FUENTES","1/1/2005","9/30/2007","177.000"
"D03I1116","2003","DESARROLLO DE TECNOLOGIAS DE PRODUCCION PARA EL CULTIVO DEL CRUSTACEO AUSTROMEGABALANUS PSITTACUS PICOROCO","BALANIDOS","INNOVACION","ACUICULTURA","DANIEL LOPEZ STEFONI","11/1/2004","2/29/2008","235.000"
"D03I1117","2003","BASES PARA LA PRODUCCION DE SALMON ORGANICO EN CHILE ","SALMON","ORGANICO","EN CHILE","ALBERTO MEDINA AGUILERA","11/1/2004","4/30/2007","200.000"
"D03I1122","2003","SISTEMA DE AHORRO DE ENERGIA ELECTRICA DE TRACCION PARA TRENES URBANOS COMO PLATAFORMA DE EXPORTACION DE SERVICIOS TECNOLOGICOS","CONSUMO ELECTRICO TRENES","OPTIMIZACION","EXPORTACION","JAIME BUSTOS GOMEZ","12/1/2004","7/30/2007","180.000"
"D03I1126","2003","BASES ESTRATEGICAS PARA EL DESARROLLO DE LA VITIVINICULTURA CHILENA: COMBINACION PORTAINJERTO VARIEDAD PARA LAS DISTINTAS ZONAS PRODUCTIVAS EN CHILE","PORTAINJERTOS","VARIEDADES","VITIVINICULTURA","YERKO MORENO SIMUNOVIC","11/16/2004","3/16/2012","218.000"
"D03I1128","2003","DETERMINACION DE FACTORES DEL SITIO, SILVICULTURALES Y GENETICOS QUE AFECTAN LA CALIDAD DE MADERA DE PINO RADIATA Y DESARROLLO DE HERRAMIENTAS ANALITICAS Y OPERATIVAS DE CLASIFICACION DE RODALES Y SEGREGACION DE ROLLIZOS,ORIENTADAS A AUMENTAR EL RENDIMIENT","CALIDAD DE MADERA","HERRAMIENTAS TECNOLOGICAS","MADERA ASERRADA","MARIO MENESES VILLANUEVA","11/23/2004","7/30/2007","138.000"
"D03I1132","2003","DESARROLLO DE TECNOLOGIAS PARA LA PRODUCCION DE BIOMASA DE MICROALGAS DEL DESIERTO DE ATACAMA, RICAS EN ACIDOS GRASOS POLIINSATURADOS, COMO SUPLEMENTO ALIMENTICIO PARA LA INDUSTRIA ACUICOLA","MICROALGAS","ACIDOS GRASOS","ACUICULTURA","CARLOS RIQUELME SALAMANCA","12/1/2004","5/30/2007","180.000"
"D03I1135","2003","DESARROLLO DE FORMULACIONES EN BASE A EXTRACTOS DE MANZANILLA PARA EL CONTROL FITOSANITARIO EN LA INDUSTRIA VITIVINICOLA","EXTRACTO DE MANZANILLA","CONTROL FITOSANITARIO","VITICULTURA","JORGE ESCOBAR FICA","12/20/2004","4/19/2008","171.000"
"D03I1137","2003","ELABORACION Y COMERCIALIZACION DE UNA VACUNA DIVALENTE PARA CONTROLAR LOS AGENTES PISCIRICKETTSIA SALMONIS Y VIRUS DE LA NECROSIS PANCREATICA INFECCIOSA (P.S-IPNV) EN LA INDUSTRIA SALMONERA","VACUNA DIVALENTE","PATOGENOS","SALMONICULTURA","SERGIO MARSHALL GONZALEZ","10/28/2004","6/30/2008","250.000"
"D03I1138","2003","CULTIVO DE ABALONES CON DIETA DE ALGAS ENRIQUECIDAS ARTIFICIALMENTE EN EL SUR DE CHILE ","CULTIVO","ABALON","DIETA","CARLOS VARELA SANTIBANEZ","11/1/2004","5/30/2007","220.000"
"D03I1140","2003","FORMULACIONES Y ESTRATEGIAS PARA MEJORAR EL BIOCONTROL DE ENFERMEDADES EN CULTIVOS DE ELEVADA IMPORTANCIA SOCIOECONOMICA EN CHILE. MODELOS: RHIZOCTONIA SOLANI EN PAPAS Y ERWINIA CAROTOVORA EN CALAS","FORMULACIONES","BIOCONTROL","ENFERMEDADES","LUIGI CIAMPI PANNO","11/11/2004","4/11/2008","180.000"
"D03I1148","2003","DESARROLLO DE SISTEMAS DE CONTROL Y MONITOREO PARA LA PREVENCION DE FORMACION DE ESTRIAS EN CATODOS DE COBRE OBTENIDOS EN PLANTAS DE ELECTROREFINACION","CATODOS","ESTRIADO","PREVENCION","HERNAN LIZAMA RIQUELME","11/5/2004","12/5/2007","186.000"
"D03I1149","2003","SISTEMA MECANICO DE OXIGENACION Y ANTIFOULING, SIN AGENTES QUIMICOS. HACIA UNA PRODUCCION LIMPIA DE SALMONES","OXIGENACION","ANTIFOULING","ECOPROTOTIPO","MARCELO CARRO DONNA","3/1/2005","2/28/2008","190.000"
"D03I1151","2003","DESARROLLO E INTRODUCCION DE UN SISTEMA INTERACTIVO GEORREFERENCIADO PARA APOYAR EN LINEA LAS DECISIONES DE LA PRODUCCION BOVINA EN LA DECIMA REGION","BOVINA","DECISIONES","INTERACTIVOS","JUAN LERDON FERRADA","12/1/2004","5/31/2008","267.000"
"D03I1152","2003","DESARROLLO TECNOLOGICO INDUSTRIAL DEL CULTIVO SUSPENDIDO DE ABALON ROJO HALIOTIS RUFESCENS EN EL  MAR DEL SUR DE CHILE","CULTIVO","ABALON","INDUSTRIAL","ROBERTO FLORES AGUILAR","10/1/2004","6/30/2007","180.000"
"D03I1155","2003","EVALUACION Y DESARROLLO DE UN CEBO ATRACTANTE PARA EL CONTROL DE PARASITOS DEL GENERO CALIGUS EN UNA ACUICULTURA SUSTENTABLE","CEBO","CONTROL","CALIGUS","SERGIO CONTRERAS LYNCH","1/5/2005","12/30/2008","242.000"
"D03I1156","2003","DESARROLLO DE LA TECNOLOGIA DE CULTIVO DEL RECURSO CULENGUE (GARI SOLIDA) EN LA ZONA CENTRO SUR DE CHILE","TECNOLOGIA","CULTIVO","CULENGUE","ELISA PACHECO SANCHEZ","11/15/2004","11/11/2007","250.000"
"D03I1159","2003","DESARROLLO DEL CULTIVO DEL PULPO DEL NORTE (OCTOPUS MIMUS) Y DEL SUR (ENTEROCTOPUS MEGALOCYATHUS) EN CHILE","DESARROLLO","CULTIVO","PULPO","HECTOR BUSTOS ROJAS","12/1/2004","4/30/2007","301.000"
"D03I1163","2003","EL PATRIMONIO CULTURAL COMO FACTOR DE DESARROLLO EN CHILE: PLANES DE NEGOCIO, GESTION DE CALIDAD, APLICACIONES DE TECNOLOGIAS DE INFORMACION, PARTICIPACION CIUDADANA Y CENTRO DE GESTION PARA LAS COMUNAS DE VALPARAISO, VALDIVIA, CORRAL Y PROVINCIA DE ISLA D","PATRIMONIO","TURISMO","GESTION","JAVIER ADAN ALFARO","3/17/2005","11/30/2007","120.000"
"D03I1164","2003","GENERACION DE UN HIBRIDO SOMATICO DE LUGA PARA LA INDUSTRIA DE LA CARRAGENINA ","PRODUCCION","HIBRIDO","CARRAGENINA","CARLOS MUÑOZ FARIAS","1/3/2005","12/7/2007","245.000"
"D03I1173","2003","DESARROLLO DE UNA TECNOLOGIA DE CULTIVO PARA LA PRODUCCION EN CAUTIVERIO DE SERIOLA LALANDI EN EL NORTE DE CHILE","PRODUCCION","CAUTIVERIO","SERIOLA LALANDI","RODOLFO WILSON PINTO","12/1/2004","11/15/2007","215.000"
"D04I1007","2004","RECUPERACION Y PURIFICACION DE ALCOHOLES ALIFATICOS DE CADENA LARGA DE LOS RESIDUOS DEL PROCESO KRAFT DE PULPEO DE LA CELULOSA PARA SU USO EN LA INDUSTRIA FARMACEUTICA. ","Policosanoles","Producción","Antivirales","ANDRES MARKOVITS SCHERSL","1/2/2006","1/1/2009","200.000"
"D04I1022","2004","DESARROLLO DE METODOLOGIAS RAPIDAS Y EFICIENTES EN LA DETECCION DE ""BIOTIPOS R"" DE MALEZAS EN TRIGO, PARA EL FORTALECIMIENTO DE CRITERIOS TECNICOS Y COMERCIALES EN EL EMPLEO DE HERBICIDAS EN CHILE.","resistencia","herbicidas","detección","NELSON ESPINOZA NEIRA","1/2/2006","12/30/2009","196.000"
"D04I1027","2004","ELECCION DE NUEVOS HIBRIDOS DE ALAMO PARA USO INDUSTRIAL. ETAPA II. EVALUACION CLONAL BASADA EN LAS CARACTERISTICAS DE LA MADERA JUVENIL ","álamo","mejoramiento","madera","FRANCISCO ZAMUDIO ARANCIBIA","1/1/2006","12/31/2008","182.000"
"D04I1051","2004","DESARROLLO E INNOVACION TECNOLOGICA  PARA EL PROCESAMIENTO DE ALIMENTOS EN CHILE, BASADO EN LA APLIC ACION DE ALTAS PRESIONES HIDROSTATICAS (APH) ","Altas presiones","Productos marinos","Productos agricolas","MARIO PEREZ WON","11/30/2005","5/29/2008","219.000"
"D04I1055","2004","MODELAMIENTO DE LA INCERTIDUMBRE EN GEOLOGIA Y LEYES Y SU IMPACTO EN LA SELECTIVIDAD DE EXPLOTACIONE S MINERAS ","Ingeniería de Minas","Geoestadística","Planificación Minera","EDUARDO MAGRI VARELA","12/23/2005","10/22/2008","226.000"
"D04I1060","2004","IMPLEMENTACION Y VALIDACION DE SISTEMAS DE IDENTIFICACION GENETICA DE ESPECIES FRUTALES DE IMPORTANC IA ECONOMICA BASADOS EN MARCADORES GENETICOS MOLECULARES, COMO APOYO AL CONTROL DE COMERCIO Y PROTOC OLOS DE TRAZABILIDAD","Identidad Genética","Frutales","Microsatélites","PATRICIO HINRICHSEN RAMIREZ","1/23/2006","8/31/2009","175.000"
"D04I1067","2004","PRODUCCION DE SEMILLAS DE ABALON ROJO HALIOTIS RUFESCENS UTILIZANDO MEJORADORES BIOLOGICOS EN SISTEMAS CERRADOS DE CULTIVO ","Abalon","Semillas","Recirculado","ROBERTO FLORES AGUILAR","12/9/2005","11/30/2007","196.000"
"D04I1075","2004","GENERACION DE UNA VACUNA RECOMBINANTE CONTRA EL VIRUS RESPIRATORIO SINCICIAL  ","virus resp sincicial","vacuna","recombinante","ALEXIS KALERGIS PARRA","2/3/2006","2/2/2009","312.000"
